, acc 1
2019-04-15T12:04:12.360464: step 26755, loss 1.86265e-09, acc 1
2019-04-15T12:04:12.496101: step 26756, loss 0, acc 1
2019-04-15T12:04:12.642708: step 26757, loss 3.76768e-06, acc 1
2019-04-15T12:04:12.777348: step 26758, loss 0, acc 1
2019-04-15T12:04:12.911988: step 26759, loss 0, acc 1
2019-04-15T12:04:13.047647: step 26760, loss 0, acc 1
2019-04-15T12:04:13.184260: step 26761, loss 1.86264e-08, acc 1
2019-04-15T12:04:13.322890: step 26762, loss 0, acc 1
2019-04-15T12:04:13.461519: step 26763, loss 9.56747e-06, acc 1
2019-04-15T12:04:13.602143: step 26764, loss 3.70665e-07, acc 1
2019-04-15T12:04:13.742768: step 26765, loss 0.000268247, acc 1
2019-04-15T12:04:13.876409: step 26766, loss 6.89177e-08, acc 1
2019-04-15T12:04:14.010092: step 26767, loss 1.73403e-06, acc 1
2019-04-15T12:04:14.143696: step 26768, loss 9.64739e-06, acc 1
2019-04-15T12:04:14.283320: step 26769, loss 1.86265e-09, acc 1
2019-04-15T12:04:14.426936: step 26770, loss 1.3411e-07, acc 1
2019-04-15T12:04:14.563641: step 26771, loss 0.000317546, acc 1
2019-04-15T12:04:14.705192: step 26772, loss 9.18257e-07, acc 1
2019-04-15T12:04:14.839832: step 26773, loss 3.781e-05, acc 1
2019-04-15T12:04:14.975469: step 26774, loss 1.54599e-07, acc 1
2019-04-15T12:04:15.112104: step 26775, loss 0, acc 1
2019-04-15T12:04:15.247741: step 26776, loss 0, acc 1
2019-04-15T12:04:15.382381: step 26777, loss 7.45058e-09, acc 1
2019-04-15T12:04:15.524999: step 26778, loss 3.72529e-09, acc 1
2019-04-15T12:04:15.664653: step 26779, loss 5.58794e-09, acc 1
2019-04-15T12:04:15.802258: step 26780, loss 0, acc 1
2019-04-15T12:04:15.936898: step 26781, loss 0, acc 1
2019-04-15T12:04:16.073532: step 26782, loss 0.000110856, acc 1
2019-04-15T12:04:16.215154: step 26783, loss 0, acc 1
2019-04-15T12:04:16.348796: step 26784, loss 0, acc 1
2019-04-15T12:04:16.482440: step 26785, loss 0, acc 1
2019-04-15T12:04:16.630043: step 26786, loss 0.00104967, acc 1
2019-04-15T12:04:16.764683: step 26787, loss 2.69129e-06, acc 1
2019-04-15T12:04:16.901319: step 26788, loss 9.29447e-07, acc 1
2019-04-15T12:04:17.040987: step 26789, loss 6.14672e-08, acc 1
2019-04-15T12:04:17.174589: step 26790, loss 4.94073e-05, acc 1
2019-04-15T12:04:17.309265: step 26791, loss 9.12694e-08, acc 1
2019-04-15T12:04:17.442869: step 26792, loss 0, acc 1
2019-04-15T12:04:17.596459: step 26793, loss 1.60553e-06, acc 1
2019-04-15T12:04:17.747056: step 26794, loss 4.65661e-08, acc 1
2019-04-15T12:04:17.885729: step 26795, loss 1.09333e-06, acc 1
2019-04-15T12:04:18.020327: step 26796, loss 5.96045e-08, acc 1
2019-04-15T12:04:18.154965: step 26797, loss 1.86265e-09, acc 1
2019-04-15T12:04:18.289605: step 26798, loss 1.86264e-08, acc 1
2019-04-15T12:04:18.425244: step 26799, loss 0.000243387, acc 1
2019-04-15T12:04:18.558885: step 26800, loss 0, acc 1

Evaluation:
2019-04-15T12:04:18.867062: step 26800, loss 8.77979, acc 0.728893

Saved model checkpoint to C:\Users\王博\Desktop\work\9. 新毕设\1. 对比方法\cnn-text-classification-tf-master\runs\1555296597\checkpoints\model-26800

2019-04-15T12:04:19.524729: step 26801, loss 9.94924e-06, acc 1
2019-04-15T12:04:19.670338: step 26802, loss 1.86265e-09, acc 1
2019-04-15T12:04:19.800989: step 26803, loss 2.62631e-07, acc 1
2019-04-15T12:04:19.933634: step 26804, loss 4.85414e-05, acc 1
2019-04-15T12:04:20.072265: step 26805, loss 5.96045e-08, acc 1
2019-04-15T12:04:20.212888: step 26806, loss 7.45058e-09, acc 1
2019-04-15T12:04:20.360493: step 26807, loss 0, acc 1
2019-04-15T12:04:20.510093: step 26808, loss 2.57583e-06, acc 1
2019-04-15T12:04:20.684627: step 26809, loss 0, acc 1
2019-04-15T12:04:20.828242: step 26810, loss 1.96125e-05, acc 1
2019-04-15T12:04:20.977842: step 26811, loss 5.2154e-08, acc 1
2019-04-15T12:04:21.122457: step 26812, loss 1.86265e-09, acc 1
2019-04-15T12:04:21.266070: step 26813, loss 4.95385e-06, acc 1
2019-04-15T12:04:21.403742: step 26814, loss 5.58794e-09, acc 1
2019-04-15T12:04:21.541391: step 26815, loss 2.81258e-07, acc 1
2019-04-15T12:04:21.686945: step 26816, loss 4.84287e-08, acc 1
2019-04-15T12:04:21.822582: step 26817, loss 0, acc 1
2019-04-15T12:04:21.959219: step 26818, loss 4.76584e-06, acc 1
2019-04-15T12:04:22.094854: step 26819, loss 1.75088e-07, acc 1
2019-04-15T12:04:22.231489: step 26820, loss 8.45747e-06, acc 1
2019-04-15T12:04:22.374107: step 26821, loss 2.6077e-08, acc 1
2019-04-15T12:04:22.510744: step 26822, loss 1.86265e-09, acc 1
2019-04-15T12:04:22.649371: step 26823, loss 1.86265e-09, acc 1
2019-04-15T12:04:22.787003: step 26824, loss 5.43452e-06, acc 1
2019-04-15T12:04:22.924635: step 26825, loss 0, acc 1
2019-04-15T12:04:23.068250: step 26826, loss 0.0013335, acc 1
2019-04-15T12:04:23.201934: step 26827, loss 0.000171116, acc 1
2019-04-15T12:04:23.338527: step 26828, loss 6.14672e-08, acc 1
2019-04-15T12:04:23.481145: step 26829, loss 5.14963e-06, acc 1
2019-04-15T12:04:23.623765: step 26830, loss 2.40279e-07, acc 1
2019-04-15T12:04:23.760399: step 26831, loss 3.46972e-06, acc 1
2019-04-15T12:04:23.894042: step 26832, loss 1.86265e-09, acc 1
2019-04-15T12:04:24.034665: step 26833, loss 5.58793e-09, acc 1
2019-04-15T12:04:24.169305: step 26834, loss 2.6077e-08, acc 1
2019-04-15T12:04:24.305942: step 26835, loss 0, acc 1
2019-04-15T12:04:24.460528: step 26836, loss 1.11382e-06, acc 1
2019-04-15T12:04:24.602149: step 26837, loss 9.87201e-08, acc 1
2019-04-15T12:04:24.739781: step 26838, loss 2.56706e-05, acc 1
2019-04-15T12:04:24.875416: step 26839, loss 5.02913e-08, acc 1
2019-04-15T12:04:25.013049: step 26840, loss 2.68474e-05, acc 1
2019-04-15T12:04:25.149684: step 26841, loss 1.86265e-09, acc 1
2019-04-15T12:04:25.286319: step 26842, loss 0, acc 1
2019-04-15T12:04:25.422992: step 26843, loss 1.00766e-06, acc 1
2019-04-15T12:04:25.563577: step 26844, loss 0, acc 1
2019-04-15T12:04:25.711182: step 26845, loss 1.67345e-05, acc 1
2019-04-15T12:04:25.850810: step 26846, loss 2.65313e-05, acc 1
2019-04-15T12:04:25.990434: step 26847, loss 0.000170403, acc 1
2019-04-15T12:04:26.129063: step 26848, loss 2.6077e-08, acc 1
2019-04-15T12:04:26.265698: step 26849, loss 3.65075e-07, acc 1
2019-04-15T12:04:26.398343: step 26850, loss 0, acc 1
2019-04-15T12:04:26.534025: step 26851, loss 3.11059e-07, acc 1
2019-04-15T12:04:26.692557: step 26852, loss 0.00035761, acc 1
2019-04-15T12:04:26.848142: step 26853, loss 9.23179e-06, acc 1
2019-04-15T12:04:26.994748: step 26854, loss 7.08762e-06, acc 1
2019-04-15T12:04:27.136371: step 26855, loss 0, acc 1
2019-04-15T12:04:27.275002: step 26856, loss 6.3329e-07, acc 1
2019-04-15T12:04:27.411633: step 26857, loss 4.47034e-08, acc 1
2019-04-15T12:04:27.551260: step 26858, loss 1.22934e-07, acc 1
2019-04-15T12:04:27.692881: step 26859, loss 1.89238e-06, acc 1
2019-04-15T12:04:27.833505: step 26860, loss 0.000366489, acc 1
2019-04-15T12:04:27.974129: step 26861, loss 3.35276e-08, acc 1
2019-04-15T12:04:28.112760: step 26862, loss 5.49757e-06, acc 1
2019-04-15T12:04:28.248432: step 26863, loss 1.86264e-08, acc 1
2019-04-15T12:04:28.385031: step 26864, loss 1.86265e-09, acc 1
2019-04-15T12:04:28.520706: step 26865, loss 2.6077e-08, acc 1
2019-04-15T12:04:28.675254: step 26866, loss 0, acc 1
2019-04-15T12:04:28.809893: step 26867, loss 2.34692e-07, acc 1
2019-04-15T12:04:28.946529: step 26868, loss 1.30385e-08, acc 1
2019-04-15T12:04:29.091141: step 26869, loss 5.17809e-07, acc 1
2019-04-15T12:04:29.225781: step 26870, loss 7.71318e-06, acc 1
2019-04-15T12:04:29.361460: step 26871, loss 0, acc 1
2019-04-15T12:04:29.499050: step 26872, loss 2.28902e-06, acc 1
2019-04-15T12:04:29.645659: step 26873, loss 1.86265e-09, acc 1
2019-04-15T12:04:29.781295: step 26874, loss 9.87199e-08, acc 1
2019-04-15T12:04:29.917970: step 26875, loss 1.32247e-07, acc 1
2019-04-15T12:04:30.052570: step 26876, loss 0, acc 1
2019-04-15T12:04:30.195189: step 26877, loss 6.33807e-06, acc 1
2019-04-15T12:04:30.335871: step 26878, loss 1.6111e-06, acc 1
2019-04-15T12:04:30.471449: step 26879, loss 1.30385e-08, acc 1
2019-04-15T12:04:30.617060: step 26880, loss 1.86265e-09, acc 1
2019-04-15T12:04:30.751739: step 26881, loss 0.000593891, acc 1
2019-04-15T12:04:30.887338: step 26882, loss 1.79176e-06, acc 1
2019-04-15T12:04:31.021977: step 26883, loss 5.58793e-09, acc 1
2019-04-15T12:04:31.161603: step 26884, loss 1.69868e-06, acc 1
2019-04-15T12:04:31.314196: step 26885, loss 7.45058e-09, acc 1
2019-04-15T12:04:31.449834: step 26886, loss 0, acc 1
2019-04-15T12:04:31.589461: step 26887, loss 0, acc 1
2019-04-15T12:04:31.729086: step 26888, loss 2.70121e-05, acc 1
2019-04-15T12:04:31.864763: step 26889, loss 1.86265e-09, acc 1
2019-04-15T12:04:32.001358: step 26890, loss 3.53902e-08, acc 1
2019-04-15T12:04:32.136036: step 26891, loss 0.0759387, acc 0.984375
2019-04-15T12:04:32.274665: step 26892, loss 1.86265e-09, acc 1
2019-04-15T12:04:32.418242: step 26893, loss 4.53287e-05, acc 1
2019-04-15T12:04:32.555876: step 26894, loss 0, acc 1
2019-04-15T12:04:32.698492: step 26895, loss 0, acc 1
2019-04-15T12:04:32.835127: step 26896, loss 2.08906e-05, acc 1
2019-04-15T12:04:32.971762: step 26897, loss 2.7491e-06, acc 1
2019-04-15T12:04:33.108396: step 26898, loss 4.5443e-06, acc 1
2019-04-15T12:04:33.244033: step 26899, loss 3.46013e-05, acc 1
2019-04-15T12:04:33.382662: step 26900, loss 3.35276e-08, acc 1

Evaluation:
2019-04-15T12:04:33.698818: step 26900, loss 8.86, acc 0.734522

Saved model checkpoint to C:\Users\王博\Desktop\work\9. 新毕设\1. 对比方法\cnn-text-classification-tf-master\runs\1555296597\checkpoints\model-26900

2019-04-15T12:04:34.352071: step 26901, loss 5.77419e-08, acc 1
2019-04-15T12:04:34.487707: step 26902, loss 0.000115542, acc 1
2019-04-15T12:04:34.622347: step 26903, loss 8.9784e-05, acc 1
2019-04-15T12:04:34.760977: step 26904, loss 3.72529e-09, acc 1
2019-04-15T12:04:34.895616: step 26905, loss 0.000105873, acc 1
2019-04-15T12:04:35.042225: step 26906, loss 2.98023e-08, acc 1
2019-04-15T12:04:35.184843: step 26907, loss 0, acc 1
2019-04-15T12:04:35.331451: step 26908, loss 4.09781e-08, acc 1
2019-04-15T12:04:35.489029: step 26909, loss 5.53196e-07, acc 1
2019-04-15T12:04:35.653589: step 26910, loss 1.67638e-08, acc 1
2019-04-15T12:04:35.800198: step 26911, loss 2.1363e-05, acc 1
2019-04-15T12:04:35.938826: step 26912, loss 0.000799997, acc 1
2019-04-15T12:04:36.078453: step 26913, loss 2.98023e-08, acc 1
2019-04-15T12:04:36.222068: step 26914, loss 4.99855e-06, acc 1
2019-04-15T12:04:36.358703: step 26915, loss 0, acc 1
2019-04-15T12:04:36.494340: step 26916, loss 2.23517e-08, acc 1
2019-04-15T12:04:36.640949: step 26917, loss 4.43553e-05, acc 1
2019-04-15T12:04:36.776586: step 26918, loss 6.67243e-06, acc 1
2019-04-15T12:04:36.920202: step 26919, loss 0.000369651, acc 1
2019-04-15T12:04:37.059828: step 26920, loss 0, acc 1
2019-04-15T12:04:37.197459: step 26921, loss 7.2643e-08, acc 1
2019-04-15T12:04:37.335091: step 26922, loss 1.2739e-05, acc 1
2019-04-15T12:04:37.469732: step 26923, loss 1.86265e-09, acc 1
2019-04-15T12:04:37.615342: step 26924, loss 1.19577e-06, acc 1
2019-04-15T12:04:37.753011: step 26925, loss 1.51e-05, acc 1
2019-04-15T12:04:37.890607: step 26926, loss 1.84951e-06, acc 1
2019-04-15T12:04:38.035219: step 26927, loss 0, acc 1
2019-04-15T12:04:38.172850: step 26928, loss 4.47034e-08, acc 1
2019-04-15T12:04:38.309485: step 26929, loss 7.64988e-06, acc 1
2019-04-15T12:04:38.445123: step 26930, loss 0, acc 1
2019-04-15T12:04:38.580761: step 26931, loss 8.38188e-08, acc 1
2019-04-15T12:04:38.723379: step 26932, loss 1.8644e-06, acc 1
2019-04-15T12:04:38.860014: step 26933, loss 1.86265e-09, acc 1
2019-04-15T12:04:38.994653: step 26934, loss 0, acc 1
2019-04-15T12:04:39.134280: step 26935, loss 0, acc 1
2019-04-15T12:04:39.275900: step 26936, loss 0.000648068, acc 1
2019-04-15T12:04:39.417521: step 26937, loss 1.86265e-09, acc 1
2019-04-15T12:04:39.558145: step 26938, loss 0.000441768, acc 1
2019-04-15T12:04:39.699766: step 26939, loss 1.11196e-06, acc 1
2019-04-15T12:04:39.835405: step 26940, loss 2.23517e-08, acc 1
2019-04-15T12:04:39.975032: step 26941, loss 4.28405e-07, acc 1
2019-04-15T12:04:40.110672: step 26942, loss 1.69911e-05, acc 1
2019-04-15T12:04:40.256278: step 26943, loss 5.99878e-06, acc 1
2019-04-15T12:04:40.392952: step 26944, loss 2.21665e-05, acc 1
2019-04-15T12:04:40.533538: step 26945, loss 2.79397e-08, acc 1
2019-04-15T12:04:40.682139: step 26946, loss 0.00176052, acc 1
2019-04-15T12:04:40.818774: step 26947, loss 3.1665e-08, acc 1
2019-04-15T12:04:40.959437: step 26948, loss 7.81929e-06, acc 1
2019-04-15T12:04:41.098027: step 26949, loss 1.86264e-08, acc 1
2019-04-15T12:04:41.234662: step 26950, loss 0.00299683, acc 1
2019-04-15T12:04:41.381270: step 26951, loss 1.23538e-05, acc 1
2019-04-15T12:04:41.520896: step 26952, loss 3.16649e-08, acc 1
2019-04-15T12:04:41.661521: step 26953, loss 0.0217877, acc 0.984375
2019-04-15T12:04:41.797157: step 26954, loss 1.90936e-05, acc 1
2019-04-15T12:04:41.934791: step 26955, loss 3.91155e-08, acc 1
2019-04-15T12:04:42.072422: step 26956, loss 0, acc 1
2019-04-15T12:04:42.212087: step 26957, loss 0, acc 1
2019-04-15T12:04:42.346689: step 26958, loss 3.72529e-09, acc 1
2019-04-15T12:04:42.491301: step 26959, loss 0, acc 1
2019-04-15T12:04:42.631925: step 26960, loss 0.00215323, acc 1
2019-04-15T12:04:42.768595: step 26961, loss 1.30385e-08, acc 1
2019-04-15T12:04:42.908222: step 26962, loss 2.46967e-06, acc 1
2019-04-15T12:04:43.043863: step 26963, loss 0.000288006, acc 1
2019-04-15T12:04:43.180459: step 26964, loss 2.90919e-06, acc 1
2019-04-15T12:04:43.318089: step 26965, loss 1.30385e-07, acc 1
2019-04-15T12:04:43.456718: step 26966, loss 0.000363578, acc 1
2019-04-15T12:04:43.611305: step 26967, loss 0, acc 1
2019-04-15T12:04:43.747939: step 26968, loss 2.23517e-08, acc 1
2019-04-15T12:04:43.885570: step 26969, loss 4.04189e-07, acc 1
2019-04-15T12:04:44.021248: step 26970, loss 0, acc 1
2019-04-15T12:04:44.155889: step 26971, loss 0.000322661, acc 1
2019-04-15T12:04:44.296472: step 26972, loss 2.04891e-08, acc 1
2019-04-15T12:04:44.434105: step 26973, loss 0.00766464, acc 1
2019-04-15T12:04:44.567747: step 26974, loss 1.11759e-08, acc 1
2019-04-15T12:04:44.716349: step 26975, loss 0, acc 1
2019-04-15T12:04:44.856973: step 26976, loss 5.65409e-06, acc 1
2019-04-15T12:04:44.994605: step 26977, loss 1.86265e-09, acc 1
2019-04-15T12:04:45.130244: step 26978, loss 2.39521e-06, acc 1
2019-04-15T12:04:45.270866: step 26979, loss 1.22934e-07, acc 1
2019-04-15T12:04:45.405507: step 26980, loss 8.04642e-07, acc 1
2019-04-15T12:04:45.541144: step 26981, loss 0, acc 1
2019-04-15T12:04:45.683765: step 26982, loss 1.30385e-08, acc 1
2019-04-15T12:04:45.823389: step 26983, loss 0, acc 1
2019-04-15T12:04:45.958028: step 26984, loss 2.36911e-06, acc 1
2019-04-15T12:04:46.094663: step 26985, loss 3.71927e-06, acc 1
2019-04-15T12:04:46.233292: step 26986, loss 8.30637e-05, acc 1
2019-04-15T12:04:46.368969: step 26987, loss 3.91152e-07, acc 1
2019-04-15T12:04:46.506562: step 26988, loss 0, acc 1
2019-04-15T12:04:46.647185: step 26989, loss 9.93452e-06, acc 1
2019-04-15T12:04:46.785814: step 26990, loss 5.2154e-08, acc 1
2019-04-15T12:04:46.926438: step 26991, loss 2.25736e-06, acc 1
2019-04-15T12:04:47.064069: step 26992, loss 0, acc 1
2019-04-15T12:04:47.200704: step 26993, loss 7.45058e-09, acc 1
2019-04-15T12:04:47.342326: step 26994, loss 8.19562e-08, acc 1
2019-04-15T12:04:47.475010: step 26995, loss 1.11759e-08, acc 1
2019-04-15T12:04:47.611606: step 26996, loss 1.04864e-06, acc 1
2019-04-15T12:04:47.746284: step 26997, loss 3.13132e-05, acc 1
2019-04-15T12:04:47.882880: step 26998, loss 3.32112e-05, acc 1
2019-04-15T12:04:48.022509: step 26999, loss 3.72529e-09, acc 1
2019-04-15T12:04:48.155154: step 27000, loss 1.44237e-06, acc 1

Evaluation:
2019-04-15T12:04:48.442384: step 27000, loss 8.81034, acc 0.725141

Saved model checkpoint to C:\Users\王博\Desktop\work\9. 新毕设\1. 对比方法\cnn-text-classification-tf-master\runs\1555296597\checkpoints\model-27000

2019-04-15T12:04:48.988968: step 27001, loss 0, acc 1
2019-04-15T12:04:49.128548: step 27002, loss 0, acc 1
2019-04-15T12:04:49.260195: step 27003, loss 3.22236e-07, acc 1
2019-04-15T12:04:49.393839: step 27004, loss 6.14672e-08, acc 1
2019-04-15T12:04:49.531473: step 27005, loss 0, acc 1
2019-04-15T12:04:49.683066: step 27006, loss 9.31322e-09, acc 1
2019-04-15T12:04:49.825686: step 27007, loss 1.82715e-06, acc 1
2019-04-15T12:04:49.976281: step 27008, loss 1.35347e-05, acc 1
2019-04-15T12:04:50.121891: step 27009, loss 3.38999e-07, acc 1
2019-04-15T12:04:50.296424: step 27010, loss 2.64494e-07, acc 1
2019-04-15T12:04:50.443034: step 27011, loss 0, acc 1
2019-04-15T12:04:50.587646: step 27012, loss 2.68084e-05, acc 1
2019-04-15T12:04:50.733256: step 27013, loss 2.42144e-08, acc 1
2019-04-15T12:04:50.875875: step 27014, loss 4.07915e-07, acc 1
2019-04-15T12:04:51.028467: step 27015, loss 1.71362e-07, acc 1
2019-04-15T12:04:51.183053: step 27016, loss 1.86265e-09, acc 1
2019-04-15T12:04:51.340631: step 27017, loss 0.000138967, acc 1
2019-04-15T12:04:51.503198: step 27018, loss 3.72529e-09, acc 1
2019-04-15T12:04:51.657784: step 27019, loss 1.21253e-06, acc 1
2019-04-15T12:04:51.815362: step 27020, loss 2.54789e-06, acc 1
2019-04-15T12:04:51.967955: step 27021, loss 5.66236e-07, acc 1
2019-04-15T12:04:52.128524: step 27022, loss 7.45057e-08, acc 1
2019-04-15T12:04:52.281119: step 27023, loss 1.26013e-05, acc 1
2019-04-15T12:04:52.437698: step 27024, loss 1.37835e-07, acc 1
2019-04-15T12:04:52.599266: step 27025, loss 3.72529e-09, acc 1
2019-04-15T12:04:52.750862: step 27026, loss 3.10288e-06, acc 1
2019-04-15T12:04:52.904452: step 27027, loss 8.06505e-07, acc 1
2019-04-15T12:04:53.066017: step 27028, loss 2.77323e-06, acc 1
2019-04-15T12:04:53.213623: step 27029, loss 7.26648e-06, acc 1
2019-04-15T12:04:53.373196: step 27030, loss 0, acc 1
2019-04-15T12:04:53.528778: step 27031, loss 3.97277e-06, acc 1
2019-04-15T12:04:53.690348: step 27032, loss 2.98023e-08, acc 1
2019-04-15T12:04:53.837954: step 27033, loss 5.58793e-09, acc 1
2019-04-15T12:04:53.986555: step 27034, loss 0, acc 1
2019-04-15T12:04:54.128176: step 27035, loss 4.01881e-05, acc 1
2019-04-15T12:04:54.269797: step 27036, loss 0.00109974, acc 1
2019-04-15T12:04:54.415408: step 27037, loss 0, acc 1
2019-04-15T12:04:54.560022: step 27038, loss 3.72529e-09, acc 1
2019-04-15T12:04:54.709622: step 27039, loss 3.72529e-09, acc 1
2019-04-15T12:04:54.871192: step 27040, loss 1.86265e-09, acc 1
2019-04-15T12:04:55.019791: step 27041, loss 2.42144e-08, acc 1
2019-04-15T12:04:55.156426: step 27042, loss 7.45058e-09, acc 1
2019-04-15T12:04:55.296052: step 27043, loss 0, acc 1
2019-04-15T12:04:55.431704: step 27044, loss 0.000233089, acc 1
2019-04-15T12:04:55.565333: step 27045, loss 3.46448e-07, acc 1
2019-04-15T12:04:55.704958: step 27046, loss 1.18068e-05, acc 1
2019-04-15T12:04:55.840644: step 27047, loss 2.81258e-07, acc 1
2019-04-15T12:04:55.981219: step 27048, loss 0, acc 1
2019-04-15T12:04:56.119848: step 27049, loss 0, acc 1
2019-04-15T12:04:56.254489: step 27050, loss 0, acc 1
2019-04-15T12:04:56.389129: step 27051, loss 9.31322e-09, acc 1
2019-04-15T12:04:56.523805: step 27052, loss 0, acc 1
2019-04-15T12:04:56.664392: step 27053, loss 9.49946e-08, acc 1
2019-04-15T12:04:56.801065: step 27054, loss 0.00017934, acc 1
2019-04-15T12:04:56.933673: step 27055, loss 0, acc 1
2019-04-15T12:04:57.076290: step 27056, loss 2.04891e-08, acc 1
2019-04-15T12:04:57.211967: step 27057, loss 4.84283e-07, acc 1
2019-04-15T12:04:57.345570: step 27058, loss 2.3939e-05, acc 1
2019-04-15T12:04:57.479213: step 27059, loss 0.026977, acc 0.984375
2019-04-15T12:04:57.623827: step 27060, loss 7.45058e-09, acc 1
2019-04-15T12:04:57.757508: step 27061, loss 1.32247e-07, acc 1
2019-04-15T12:04:57.892110: step 27062, loss 0, acc 1
2019-04-15T12:04:58.027789: step 27063, loss 0, acc 1
2019-04-15T12:04:58.162386: step 27064, loss 1.30938e-06, acc 1
2019-04-15T12:04:58.306002: step 27065, loss 3.52945e-06, acc 1
2019-04-15T12:04:58.443633: step 27066, loss 1.49047e-05, acc 1
2019-04-15T12:04:58.582262: step 27067, loss 0, acc 1
2019-04-15T12:04:58.719895: step 27068, loss 1.14324e-05, acc 1
2019-04-15T12:04:58.854534: step 27069, loss 0, acc 1
2019-04-15T12:04:58.990171: step 27070, loss 1.34584e-05, acc 1
2019-04-15T12:04:59.122856: step 27071, loss 7.56429e-06, acc 1
2019-04-15T12:04:59.257456: step 27072, loss 2.68219e-07, acc 1
2019-04-15T12:04:59.405062: step 27073, loss 0, acc 1
2019-04-15T12:04:59.538706: step 27074, loss 5.2154e-08, acc 1
2019-04-15T12:04:59.683318: step 27075, loss 1.11759e-08, acc 1
