ratio: 0.1
article_train_X.shape: 1242
article_train_y.shape: 1242
article_test_X.shape: 1384
article_test_y.shape: 1384
Writing to D:\fake_news_detection\runs\1556439652_0.1

2019-04-28T16:20:54.427933: step 1, loss 1.0713, acc 0.609375
2019-04-28T17:23:19.847161: step 6651, loss 0.202377, acc 0.875
2019-04-28T17:23:20.087913: step 6652, loss 0.23306, acc 0.859375
2019-04-28T17:23:20.333431: step 6653, loss 0.338185, acc 0.765625
2019-04-28T17:23:20.574165: step 6654, loss 0.267833, acc 0.796875
2019-04-28T17:23:20.833832: step 6655, loss 0.241593, acc 0.828125
2019-04-28T17:23:21.080536: step 6656, loss 0.259322, acc 0.828125
2019-04-28T17:23:21.331346: step 6657, loss 0.294756, acc 0.765625
2019-04-28T17:23:21.579625: step 6658, loss 0.205735, acc 0.875
2019-04-28T17:23:21.814574: step 6659, loss 0.321601, acc 0.796875
2019-04-28T17:23:22.076288: step 6660, loss 0.276957, acc 0.828125
2019-04-28T17:23:22.323667: step 6661, loss 0.261505, acc 0.859375
2019-04-28T17:23:22.560876: step 6662, loss 0.31206, acc 0.796875
2019-04-28T17:23:22.790739: step 6663, loss 0.257343, acc 0.84375
2019-04-28T17:23:23.040203: step 6664, loss 0.286909, acc 0.828125
2019-04-28T17:23:23.305874: step 6665, loss 0.299414, acc 0.8125
2019-04-28T17:23:23.535657: step 6666, loss 0.237006, acc 0.8125
2019-04-28T17:23:23.694909: step 6667, loss 0.316619, acc 0.8125
2019-04-28T17:23:23.951218: step 6668, loss 0.255102, acc 0.84375
2019-04-28T17:23:24.192292: step 6669, loss 0.247299, acc 0.875
2019-04-28T17:23:24.433188: step 6670, loss 0.278344, acc 0.921875
2019-04-28T17:23:24.664533: step 6671, loss 0.224449, acc 0.890625
2019-04-28T17:23:24.889139: step 6672, loss 0.23455, acc 0.921875
2019-04-28T17:23:25.117578: step 6673, loss 0.224777, acc 0.890625
2019-04-28T17:23:25.330252: step 6674, loss 0.278707, acc 0.859375
2019-04-28T17:23:25.569262: step 6675, loss 0.242224, acc 0.859375
2019-04-28T17:23:25.812625: step 6676, loss 0.314113, acc 0.796875
2019-04-28T17:23:26.044857: step 6677, loss 0.250535, acc 0.859375
2019-04-28T17:23:26.252241: step 6678, loss 0.272579, acc 0.84375
2019-04-28T17:23:26.475908: step 6679, loss 0.292347, acc 0.84375
2019-04-28T17:23:26.714922: step 6680, loss 0.642207, acc 0.734375
2019-04-28T17:23:26.959995: step 6681, loss 0.294568, acc 0.796875
2019-04-28T17:23:27.216270: step 6682, loss 0.233048, acc 0.859375
2019-04-28T17:23:27.455320: step 6683, loss 0.211168, acc 0.875
2019-04-28T17:23:27.691945: step 6684, loss 0.311557, acc 0.828125
2019-04-28T17:23:27.942153: step 6685, loss 0.21653, acc 0.859375
2019-04-28T17:23:28.206734: step 6686, loss 0.247944, acc 0.84375
2019-04-28T17:23:28.460397: step 6687, loss 0.437567, acc 0.78125
2019-04-28T17:23:28.690354: step 6688, loss 0.259325, acc 0.859375
2019-04-28T17:23:28.923432: step 6689, loss 0.299369, acc 0.75
2019-04-28T17:23:29.159401: step 6690, loss 0.255639, acc 0.78125
2019-04-28T17:23:29.399505: step 6691, loss 0.390959, acc 0.765625
2019-04-28T17:23:29.636624: step 6692, loss 0.224274, acc 0.9375
2019-04-28T17:23:29.872637: step 6693, loss 0.237671, acc 0.8125
2019-04-28T17:23:30.099869: step 6694, loss 0.193157, acc 0.90625
2019-04-28T17:23:30.315380: step 6695, loss 0.303063, acc 0.828125
2019-04-28T17:23:30.538397: step 6696, loss 0.308018, acc 0.78125
2019-04-28T17:23:30.764666: step 6697, loss 0.228635, acc 0.875
2019-04-28T17:23:30.999209: step 6698, loss 0.272832, acc 0.8125
2019-04-28T17:23:31.238410: step 6699, loss 0.32198, acc 0.734375
2019-04-28T17:23:31.456091: step 6700, loss 0.277017, acc 0.828125

Evaluation:
2019-04-28T17:23:32.460392: step 6700, loss 2.00082, acc 0.530347, predictions1384

Saved model checkpoint to D:\fake_news_detection\runs\1556441909_0.3\checkpoints\model-6700

2019-04-28T17:23:33.020431: step 6701, loss 0.286333, acc 0.796875
2019-04-28T17:23:33.256435: step 6702, loss 0.299124, acc 0.78125
2019-04-28T17:23:33.502265: step 6703, loss 0.268318, acc 0.828125
2019-04-28T17:23:33.721307: step 6704, loss 0.247301, acc 0.84375
2019-04-28T17:23:33.941397: step 6705, loss 0.282097, acc 0.796875
2019-04-28T17:23:34.167233: step 6706, loss 0.329884, acc 0.734375
2019-04-28T17:23:34.394513: step 6707, loss 0.207994, acc 0.890625
2019-04-28T17:23:34.632466: step 6708, loss 0.241453, acc 0.875
2019-04-28T17:23:34.869483: step 6709, loss 0.294024, acc 0.84375
2019-04-28T17:23:35.097401: step 6710, loss 0.383933, acc 0.71875
2019-04-28T17:23:35.311421: step 6711, loss 0.218963, acc 0.859375
2019-04-28T17:23:35.524751: step 6712, loss 0.288985, acc 0.78125
2019-04-28T17:23:35.735416: step 6713, loss 0.250538, acc 0.828125
2019-04-28T17:23:35.947613: step 6714, loss 0.23739, acc 0.84375
2019-04-28T17:23:36.163309: step 6715, loss 0.255276, acc 0.84375
2019-04-28T17:23:36.396470: step 6716, loss 0.30591, acc 0.828125
2019-04-28T17:23:36.619976: step 6717, loss 0.36612, acc 0.75
2019-04-28T17:23:36.847418: step 6718, loss 0.269399, acc 0.859375
2019-04-28T17:23:37.078885: step 6719, loss 0.228492, acc 0.84375
2019-04-28T17:23:37.300745: step 6720, loss 0.281502, acc 0.78125
2019-04-28T17:23:37.538610: step 6721, loss 0.30749, acc 0.78125
2019-04-28T17:23:37.782991: step 6722, loss 0.207534, acc 0.859375
2019-04-28T17:23:38.037681: step 6723, loss 0.295205, acc 0.765625
2019-04-28T17:23:38.284479: step 6724, loss 0.298727, acc 0.796875
2019-04-28T17:23:38.515286: step 6725, loss 0.281246, acc 0.78125
2019-04-28T17:23:38.665363: step 6726, loss 0.224136, acc 0.90625
2019-04-28T17:23:38.918564: step 6727, loss 0.252115, acc 0.859375
2019-04-28T17:23:39.150178: step 6728, loss 0.2547, acc 0.828125
2019-04-28T17:23:39.368438: step 6729, loss 0.256518, acc 0.875
2019-04-28T17:23:39.593351: step 6730, loss 0.194491, acc 0.90625
2019-04-28T17:23:39.817419: step 6731, loss 0.207657, acc 0.921875
2019-04-28T17:23:40.078419: step 6732, loss 0.255877, acc 0.84375
2019-04-28T17:23:40.314176: step 6733, loss 0.382593, acc 0.703125
2019-04-28T17:23:40.543346: step 6734, loss 0.259935, acc 0.890625
2019-04-28T17:23:40.764408: step 6735, loss 0.325014, acc 0.75
2019-04-28T17:23:40.978598: step 6736, loss 0.225013, acc 0.828125
2019-04-28T17:23:41.184072: step 6737, loss 0.211598, acc 0.890625
2019-04-28T17:23:41.417250: step 6738, loss 0.250701, acc 0.859375
2019-04-28T17:23:41.634536: step 6739, loss 0.220109, acc 0.84375
2019-04-28T17:23:41.849453: step 6740, loss 0.285829, acc 0.828125
2019-04-28T17:23:42.068189: step 6741, loss 0.25492, acc 0.8125
2019-04-28T17:23:42.286445: step 6742, loss 0.311516, acc 0.765625
2019-04-28T17:23:42.514820: step 6743, loss 0.272818, acc 0.84375
2019-04-28T17:23:42.739338: step 6744, loss 0.232613, acc 0.828125
2019-04-28T17:23:42.978463: step 6745, loss 0.197553, acc 0.859375
2019-04-28T17:23:43.221236: step 6746, loss 0.237306, acc 0.84375
2019-04-28T17:23:43.449354: step 6747, loss 0.305601, acc 0.796875
2019-04-28T17:23:43.677717: step 6748, loss 0.190651, acc 0.921875
2019-04-28T17:23:43.909313: step 6749, loss 0.217931, acc 0.921875
2019-04-28T17:23:44.128274: step 6750, loss 0.281572, acc 0.84375
2019-04-28T17:23:44.347871: step 6751, loss 0.294775, acc 0.828125
2019-04-28T17:23:44.557193: step 6752, loss 0.333641, acc 0.75
2019-04-28T17:23:44.778292: step 6753, loss 0.298569, acc 0.78125
2019-04-28T17:23:45.003258: step 6754, loss 0.308107, acc 0.8125
2019-04-28T17:23:45.221503: step 6755, loss 0.259161, acc 0.796875
2019-04-28T17:23:45.439445: step 6756, loss 0.228475, acc 0.84375
2019-04-28T17:23:45.647265: step 6757, loss 0.263468, acc 0.8125
2019-04-28T17:23:45.877869: step 6758, loss 0.279216, acc 0.828125
2019-04-28T17:23:46.101640: step 6759, loss 0.333313, acc 0.75
2019-04-28T17:23:46.316529: step 6760, loss 0.290535, acc 0.84375
2019-04-28T17:23:46.538415: step 6761, loss 0.368499, acc 0.71875
2019-04-28T17:23:46.762282: step 6762, loss 0.415118, acc 0.734375
2019-04-28T17:23:46.995196: step 6763, loss 0.307124, acc 0.78125
2019-04-28T17:23:47.223030: step 6764, loss 0.268319, acc 0.828125
2019-04-28T17:23:47.442934: step 6765, loss 0.344933, acc 0.8125
2019-04-28T17:23:47.676722: step 6766, loss 0.309247, acc 0.875
2019-04-28T17:23:47.922211: step 6767, loss 0.346164, acc 0.734375
2019-04-28T17:23:48.175734: step 6768, loss 0.324502, acc 0.765625
2019-04-28T17:23:48.413290: step 6769, loss 0.199434, acc 0.890625
2019-04-28T17:23:48.639770: step 6770, loss 0.312814, acc 0.828125
2019-04-28T17:23:48.877705: step 6771, loss 0.340149, acc 0.796875
2019-04-28T17:23:49.117055: step 6772, loss 0.251573, acc 0.859375
2019-04-28T17:23:49.345479: step 6773, loss 0.342217, acc 0.796875
2019-04-28T17:23:49.568368: step 6774, loss 0.247032, acc 0.84375
2019-04-28T17:23:49.778434: step 6775, loss 0.26398, acc 0.84375
2019-04-28T17:23:50.004265: step 6776, loss 0.245503, acc 0.921875
2019-04-28T17:23:50.243439: step 6777, loss 0.189394, acc 0.890625
2019-04-28T17:23:50.473200: step 6778, loss 0.250276, acc 0.796875
2019-04-28T17:23:50.700462: step 6779, loss 0.210455, acc 0.84375
2019-04-28T17:23:50.912396: step 6780, loss 0.285942, acc 0.828125
2019-04-28T17:23:51.124288: step 6781, loss 0.547669, acc 0.84375
2019-04-28T17:23:51.335407: step 6782, loss 0.290869, acc 0.84375
2019-04-28T17:23:51.565694: step 6783, loss 0.298826, acc 0.8125
2019-04-28T17:23:51.780314: step 6784, loss 0.181503, acc 0.859375
2019-04-28T17:23:51.928418: step 6785, loss 0.192945, acc 0.875
2019-04-28T17:23:52.145562: step 6786, loss 0.215354, acc 0.859375
2019-04-28T17:23:52.377673: step 6787, loss 0.324431, acc 0.75
2019-04-28T17:23:52.585762: step 6788, loss 0.272915, acc 0.84375
2019-04-28T17:23:52.842987: step 6789, loss 0.272865, acc 0.84375
2019-04-28T17:23:53.121078: step 6790, loss 0.22846, acc 0.84375
2019-04-28T17:23:53.399127: step 6791, loss 0.303608, acc 0.828125
2019-04-28T17:23:53.669492: step 6792, loss 0.225875, acc 0.890625
2019-04-28T17:23:53.942673: step 6793, loss 0.272162, acc 0.8125
2019-04-28T17:23:54.235263: step 6794, loss 0.301471, acc 0.828125
2019-04-28T17:23:54.517186: step 6795, loss 0.167605, acc 0.90625
2019-04-28T17:23:54.751178: step 6796, loss 0.215251, acc 0.859375
2019-04-28T17:23:54.982841: step 6797, loss 0.290293, acc 0.8125
2019-04-28T17:23:55.225571: step 6798, loss 0.308282, acc 0.84375
2019-04-28T17:23:55.492199: step 6799, loss 0.181692, acc 0.890625
2019-04-28T17:23:55.758457: step 6800, loss 0.270517, acc 0.828125

Evaluation:
2019-04-28T17:23:56.853158: step 6800, loss 2.19377, acc 0.544798, predictions1384

Saved model checkpoint to D:\fake_news_detection\runs\1556441909_0.3\checkpoints\model-6800

2019-04-28T17:23:57.448446: step 6801, loss 0.351842, acc 0.828125
2019-04-28T17:23:57.689001: step 6802, loss 0.293149, acc 0.734375
2019-04-28T17:23:57.958410: step 6803, loss 0.307382, acc 0.78125
2019-04-28T17:23:58.265388: step 6804, loss 0.328619, acc 0.734375
2019-04-28T17:23:58.532689: step 6805, loss 0.306619, acc 0.75
2019-04-28T17:23:58.808566: step 6806, loss 0.291591, acc 0.875
2019-04-28T17:23:59.073302: step 6807, loss 0.452432, acc 0.796875
2019-04-28T17:23:59.321035: step 6808, loss 0.423005, acc 0.796875
2019-04-28T17:23:59.598202: step 6809, loss 0.202911, acc 0.90625
2019-04-28T17:23:59.879580: step 6810, loss 0.253992, acc 0.78125
2019-04-28T17:24:00.170939: step 6811, loss 0.2697, acc 0.828125
2019-04-28T17:24:00.419996: step 6812, loss 0.364725, acc 0.734375
2019-04-28T17:24:00.672348: step 6813, loss 0.31191, acc 0.796875
2019-04-28T17:24:00.943282: step 6814, loss 0.33717, acc 0.734375
2019-04-28T17:24:01.221523: step 6815, loss 0.357089, acc 0.796875
2019-04-28T17:24:01.502629: step 6816, loss 0.252084, acc 0.890625
2019-04-28T17:24:01.757441: step 6817, loss 0.286961, acc 0.828125
2019-04-28T17:24:02.047158: step 6818, loss 0.225174, acc 0.890625
2019-04-28T17:24:02.318911: step 6819, loss 0.253202, acc 0.90625
2019-04-28T17:24:02.601482: step 6820, loss 0.273074, acc 0.84375
2019-04-28T17:24:02.859202: step 6821, loss 0.225229, acc 0.890625
2019-04-28T17:24:03.154354: step 6822, loss 0.177259, acc 0.9375
2019-04-28T17:24:03.436571: step 6823, loss 0.242883, acc 0.890625
2019-04-28T17:24:03.683733: step 6824, loss 0.211743, acc 0.875
2019-04-28T17:24:03.910434: step 6825, loss 0.34339, acc 0.8125
2019-04-28T17:24:04.136557: step 6826, loss 0.208492, acc 0.859375
2019-04-28T17:24:04.360288: step 6827, loss 0.346438, acc 0.734375
2019-04-28T17:24:04.592438: step 6828, loss 0.249672, acc 0.796875
2019-04-28T17:24:04.815303: step 6829, loss 0.276348, acc 0.796875
2019-04-28T17:24:05.044518: step 6830, loss 0.285702, acc 0.859375
2019-04-28T17:24:05.254169: step 6831, loss 0.298256, acc 0.78125
2019-04-28T17:24:05.481934: step 6832, loss 0.290905, acc 0.84375
2019-04-28T17:24:05.702171: step 6833, loss 0.294709, acc 0.765625
2019-04-28T17:24:05.943620: step 6834, loss 0.263117, acc 0.78125
2019-04-28T17:24:06.173239: step 6835, loss 0.298969, acc 0.8125
2019-04-28T17:24:06.401098: step 6836, loss 0.334429, acc 0.8125
2019-04-28T17:24:06.620376: step 6837, loss 0.22868, acc 0.84375
2019-04-28T17:24:06.858558: step 6838, loss 0.237274, acc 0.84375
2019-04-28T17:24:07.092223: step 6839, loss 0.242885, acc 0.859375
2019-04-28T17:24:07.341852: step 6840, loss 0.281742, acc 0.84375
2019-04-28T17:24:07.566415: step 6841, loss 0.317804, acc 0.8125
2019-04-28T17:24:07.798099: step 6842, loss 0.197759, acc 0.859375
2019-04-28T17:24:08.045735: step 6843, loss 0.250965, acc 0.859375
2019-04-28T17:24:08.206332: step 6844, loss 0.237207, acc 0.84375
2019-04-28T17:24:08.445108: step 6845, loss 0.316082, acc 0.78125
2019-04-28T17:24:08.689547: step 6846, loss 0.303615, acc 0.828125
2019-04-28T17:24:08.902157: step 6847, loss 0.280537, acc 0.78125
2019-04-28T17:24:09.128165: step 6848, loss 0.254931, acc 0.84375
2019-04-28T17:24:09.351128: step 6849, loss 0.327956, acc 0.78125
2019-04-28T17:24:09.579143: step 6850, loss 0.259778, acc 0.859375
2019-04-28T17:24:09.828228: step 6851, loss 0.28126, acc 0.8125
2019-04-28T17:24:10.049462: step 6852, loss 0.268865, acc 0.859375
2019-04-28T17:24:10.270976: step 6853, loss 0.316372, acc 0.78125
2019-04-28T17:24:10.480055: step 6854, loss 0.324307, acc 0.75
2019-04-28T17:24:10.706459: step 6855, loss 0.238061, acc 0.84375
2019-04-28T17:24:10.931176: step 6856, loss 0.228969, acc 0.875
2019-04-28T17:24:11.168531: step 6857, loss 0.308325, acc 0.8125
2019-04-28T17:24:11.400853: step 6858, loss 0.276219, acc 0.796875
2019-04-28T17:24:11.628218: step 6859, loss 0.385902, acc 0.71875
2019-04-28T17:24:11.847785: step 6860, loss 0.169588, acc 0.9375
2019-04-28T17:24:12.061113: step 6861, loss 0.246053, acc 0.84375
2019-04-28T17:24:12.290043: step 6862, loss 0.252898, acc 0.921875
2019-04-28T17:24:12.512095: step 6863, loss 0.251631, acc 0.859375
2019-04-28T17:24:12.732538: step 6864, loss 0.256524, acc 0.84375
2019-04-28T17:24:12.953546: step 6865, loss 0.301774, acc 0.734375
2019-04-28T17:24:13.184244: step 6866, loss 0.28295, acc 0.859375
2019-04-28T17:24:13.421199: step 6867, loss 0.233233, acc 0.859375
2019-04-28T17:24:13.662828: step 6868, loss 0.290762, acc 0.84375
2019-04-28T17:24:13.891197: step 6869, loss 0.284816, acc 0.734375
2019-04-28T17:24:14.100937: step 6870, loss 0.268681, acc 0.859375
2019-04-28T17:24:14.326316: step 6871, loss 0.220071, acc 0.875
2019-04-28T17:24:14.541262: step 6872, loss 0.325051, acc 0.78125
2019-04-28T17:24:14.784231: step 6873, loss 0.346176, acc 0.734375
2019-04-28T17:24:15.014424: step 6874, loss 0.282768, acc 0.8125
2019-04-28T17:24:15.239395: step 6875, loss 0.269012, acc 0.828125
2019-04-28T17:24:15.450990: step 6876, loss 0.243803, acc 0.890625
2019-04-28T17:24:15.664799: step 6877, loss 0.264191, acc 0.8125
2019-04-28T17:24:15.878344: step 6878, loss 0.232399, acc 0.828125
2019-04-28T17:24:16.098201: step 6879, loss 0.338793, acc 0.765625
2019-04-28T17:24:16.355659: step 6880, loss 0.224324, acc 0.859375
2019-04-28T17:24:16.579913: step 6881, loss 0.263447, acc 0.8125
2019-04-28T17:24:16.794607: step 6882, loss 0.294234, acc 0.796875
2019-04-28T17:24:17.032279: step 6883, loss 0.259472, acc 0.828125
2019-04-28T17:24:17.245113: step 6884, loss 0.316741, acc 0.8125
2019-04-28T17:24:17.495653: step 6885, loss 0.216213, acc 0.890625
2019-04-28T17:24:17.727515: step 6886, loss 0.268924, acc 0.859375
2019-04-28T17:24:17.973572: step 6887, loss 0.2162, acc 0.890625
2019-04-28T17:24:18.223757: step 6888, loss 0.396074, acc 0.8125
2019-04-28T17:24:18.459194: step 6889, loss 0.25105, acc 0.859375
2019-04-28T17:24:18.694893: step 6890, loss 0.184567, acc 0.875
2019-04-28T17:24:18.929249: step 6891, loss 0.20815, acc 0.921875
2019-04-28T17:24:19.167726: step 6892, loss 0.254258, acc 0.8125
2019-04-28T17:24:19.383373: step 6893, loss 0.141246, acc 0.9375
2019-04-28T17:24:19.599219: step 6894, loss 0.272937, acc 0.84375
2019-04-28T17:24:19.823398: step 6895, loss 0.281797, acc 0.765625
2019-04-28T17:24:20.040089: step 6896, loss 0.372341, acc 0.703125
2019-04-28T17:24:20.278132: step 6897, loss 0.277525, acc 0.859375
2019-04-28T17:24:20.498393: step 6898, loss 0.284449, acc 0.8125
2019-04-28T17:24:20.715167: step 6899, loss 0.271568, acc 0.78125
2019-04-28T17:24:20.924187: step 6900, loss 0.224774, acc 0.875

Evaluation:
2019-04-28T17:24:21.881583: step 6900, loss 2.25509, acc 0.54841, predictions1384

Saved model checkpoint to D:\fake_news_detection\runs\1556441909_0.3\checkpoints\model-6900

2019-04-28T17:24:22.401404: step 6901, loss 0.256418, acc 0.875
2019-04-28T17:24:22.629473: step 6902, loss 0.23129, acc 0.875
2019-04-28T17:24:22.767256: step 6903, loss 0.255471, acc 0.84375
2019-04-28T17:24:22.993140: step 6904, loss 0.258811, acc 0.796875
2019-04-28T17:24:23.214265: step 6905, loss 0.17621, acc 0.90625
2019-04-28T17:24:23.427649: step 6906, loss 0.320181, acc 0.765625
2019-04-28T17:24:23.642076: step 6907, loss 0.316663, acc 0.8125
2019-04-28T17:24:23.881866: step 6908, loss 0.277952, acc 0.828125
2019-04-28T17:24:24.089771: step 6909, loss 0.250203, acc 0.828125
2019-04-28T17:24:24.309416: step 6910, loss 0.33321, acc 0.75
2019-04-28T17:24:24.521158: step 6911, loss 0.24195, acc 0.859375
2019-04-28T17:24:24.744515: step 6912, loss 0.198317, acc 0.890625
2019-04-28T17:24:24.970341: step 6913, loss 0.250235, acc 0.828125
2019-04-28T17:24:25.194241: step 6914, loss 0.316225, acc 0.78125
2019-04-28T17:24:25.413313: step 6915, loss 0.302943, acc 0.796875
2019-04-28T17:24:25.629484: step 6916, loss 0.237076, acc 0.8125
2019-04-28T17:24:25.849057: step 6917, loss 0.217477, acc 0.921875
2019-04-28T17:24:26.078975: step 6918, loss 0.245344, acc 0.8125
2019-04-28T17:24:26.309383: step 6919, loss 0.229392, acc 0.875
2019-04-28T17:24:26.543793: step 6920, loss 0.233361, acc 0.859375
2019-04-28T17:24:26.771879: step 6921, loss 0.286168, acc 0.828125
2019-04-28T17:24:26.992368: step 6922, loss 0.25908, acc 0.828125
2019-04-28T17:24:27.225388: step 6923, loss 0.297405, acc 0.75
2019-04-28T17:24:27.456543: step 6924, loss 0.254312, acc 0.8125
2019-04-28T17:24:27.686690: step 6925, loss 0.264727, acc 0.875
2019-04-28T17:24:27.920251: step 6926, loss 0.255208, acc 0.84375
2019-04-28T17:24:28.165029: step 6927, loss 0.31591, acc 0.78125
2019-04-28T17:24:28.406210: step 6928, loss 0.255856, acc 0.875
2019-04-28T17:24:28.622350: step 6929, loss 0.223639, acc 0.828125
2019-04-28T17:24:28.851132: step 6930, loss 0.337882, acc 0.765625
2019-04-28T17:24:29.080211: step 6931, loss 0.24083, acc 0.90625
2019-04-28T17:24:29.290402: step 6932, loss 0.281123, acc 0.8125
2019-04-28T17:24:29.501755: step 6933, loss 0.295503, acc 0.828125
2019-04-28T17:24:29.716640: step 6934, loss 0.291294, acc 0.765625
2019-04-28T17:24:29.935773: step 6935, loss 0.307769, acc 0.8125
2019-04-28T17:24:30.161422: step 6936, loss 0.599253, acc 0.859375
2019-04-28T17:24:30.378019: step 6937, loss 0.328152, acc 0.8125
2019-04-28T17:24:30.599123: step 6938, loss 0.2749, acc 0.78125
2019-04-28T17:24:30.811701: step 6939, loss 0.348872, acc 0.765625
2019-04-28T17:24:31.039274: step 6940, loss 0.307629, acc 0.78125
2019-04-28T17:24:31.312395: step 6941, loss 0.312256, acc 0.796875
2019-04-28T17:24:31.532189: step 6942, loss 0.246253, acc 0.84375
2019-04-28T17:24:31.743476: step 6943, loss 0.28598, acc 0.828125
2019-04-28T17:24:31.955390: step 6944, loss 0.243837, acc 0.921875
2019-04-28T17:24:32.174147: step 6945, loss 0.272507, acc 0.8125
2019-04-28T17:24:32.389547: step 6946, loss 0.233102, acc 0.859375
2019-04-28T17:24:32.623156: step 6947, loss 0.291246, acc 0.84375
